userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake
728,307,0,50,1,0,0,5,0
969,944,124,118,1,0,0,12,0
225,307,0,74,1,1,0,8,0
237,492,0,21,1,1,4,10,0
115,160,54,61,1,1,0,9,0
5,13,0,1,1,1,4,16,0
284,289,8,31,1,1,0,10,0
207,225,24,6,1,1,0,10,0
106,147,0,1,1,1,0,11,0
220,367,0,10,1,1,0,12,0
39,43,11,0,1,1,4,10,0
311,412,0,3,0,1,0,13,0
372,374,0,46,1,1,0,14,0
42,8,0,1,1,0,0,15,0
368,459,30,65,1,1,0,7,0
566,585,0,13,1,1,0,7,0
615,830,42,108,1,1,0,15,0
174,26,52,12,1,1,0,11,0
847,958,0,209,1,1,0,14,0
1121,1118,150,615,1,1,0,10,0
245,208,4,2,1,1,2,12,0
374,445,0,104,1,1,0,7,0
505,498,0,64,1,0,0,9,0
341,1049,33,176,1,1,0,8,0
433,543,1,288,1,1,0,12,0
499,758,0,23,1,1,2,13,0
310,349,0,25,1,1,0,14,0
330,422,40,799,1,1,0,11,0
527,659,24,109,1,0,0,10,0
79,90,0,0,1,1,0,7,0
456,653,1,170,1,1,0,9,0
319,378,48,41,1,1,0,13,0
169,39,0,4,1,0,0,11,0
403,470,23,47,1,1,0,10,0
550,485,31,84,1,1,0,11,0
972,732,5,113,1,1,0,13,0
161,168,0,59,1,1,0,8,0
584,669,42,31,1,0,0,10,0
433,453,0,52,1,1,0,10,0
512,522,56,88,1,1,0,10,0
547,790,0,17,1,0,0,8,0
402,343,98,1058,1,1,0,10,0
1801,1029,0,123,1,0,0,8,0
322,365,50,122,1,1,0,6,0
1031,719,12,99,1,0,0,13,0
846,743,22,38,1,0,0,12,0
460,380,5,67,1,1,0,12,0
412,414,12,15,1,1,1,12,0
354,455,0,19,1,1,0,12,0
508,504,9,74,1,1,0,5,0
409,927,6,32,1,1,0,7,0
228,806,13,0,1,1,0,13,0
174,172,0,1,1,1,0,10,0
769,1115,25,92,1,0,0,10,0
559,674,0,13,1,1,0,14,0
382,346,23,38,1,1,0,7,0
338,334,19,30,1,1,0,13,0
345,362,0,56,1,1,0,11,0
419,411,33,38,1,1,0,13,0
476,462,9,75,1,1,0,13,0
348,338,15,15,1,1,0,6,0
582,623,0,36,1,1,0,14,0
479,547,59,80,1,1,0,10,0
352,333,14,38,1,1,0,11,0
581,544,6,58,1,1,0,11,0
560,500,39,49,1,1,0,9,0
525,1017,10,41,1,1,0,13,0
452,481,0,82,1,1,0,6,0
713,636,3,118,1,1,0,13,0
270,280,34,52,1,1,0,11,0
423,424,40,169,1,1,0,12,0
630,641,1,93,1,1,0,17,0
893,902,30,87,1,1,0,14,0
499,617,14,56,1,1,0,12,0
440,540,16,48,1,1,0,6,0
300,442,0,36,1,1,0,12,0
294,386,8,15,1,1,2,14,0
428,385,50,18,1,1,0,14,0
480,481,0,72,1,1,0,11,0
726,582,0,17,1,0,0,16,0
924,832,26,596,1,1,0,9,0
631,645,22,56,1,1,0,8,0
254,352,22,94,1,1,0,15,0
406,478,0,76,1,1,0,12,0
842,797,0,99,1,1,0,13,0
647,542,21,36,1,1,0,14,0
513,442,0,50,1,1,0,14,0
338,367,2,37,1,1,0,13,0
619,793,98,272,1,1,0,7,0
938,1194,66,27,1,1,0,14,0
293,235,0,103,1,1,0,12,0
564,538,0,71,1,1,0,13,0
727,729,0,31,1,1,0,11,0
314,187,102,200,1,0,0,11,0
651,643,39,171,1,1,0,15,0
507,582,34,99,1,1,0,11,0
632,664,14,31,1,1,0,10,0
521,491,10,69,1,1,0,14,0
468,456,41,12,1,1,0,6,0
530,597,53,71,1,1,0,8,0
339,331,48,4,1,1,0,12,0
377,387,0,33,1,1,0,13,0
414,496,0,60,1,1,0,10,0
427,548,72,54,1,1,0,11,0
536,447,33,79,1,1,0,9,0
481,555,8,29,1,1,0,11,0
492,724,0,71,1,1,0,14,0
257,291,139,19,1,1,2,10,0
582,658,0,80,1,1,0,11,0
347,381,6,66,1,1,0,9,0
298,298,22,25,1,1,0,12,0
322,411,23,12,1,1,0,11,0
183,189,6,11,1,1,0,5,0
324,323,0,114,1,1,0,10,0
176,256,0,1,1,1,0,12,0
2572,693,3,8,1,0,0,11,0
3087,526,132,32,1,0,0,22,0
4492,2210,130,184,1,0,0,15,0
2082,2197,94,875,1,0,0,7,0
1011,262,100,132,1,0,0,17,0
37,413,49,5,1,0,0,9,0
521,2397,118,9,1,0,2,17,0
16,57,26,4,1,1,2,14,0
222,440,105,5,1,0,3,14,0
44,3787,0,1,0,0,0,13,0
2253,5022,0,172,1,0,7,15,0
444,604,111,3,1,0,4,16,0
360,2288,0,228,1,0,0,12,0
142,289,0,7,1,0,0,12,0
114,248,0,49,1,0,0,14,0
340,536,0,4,1,0,4,15,0
280,691,7,8,1,0,0,16,0
93,139,0,3,1,0,0,12,0
58,170,12,20,1,0,0,9,0
247,963,78,30,1,0,0,10,0
281,1342,60,327,1,0,5,9,0
1173,1431,15,3,1,0,0,10,0
158,303,51,2,1,0,2,11,0
70,808,0,6,1,0,1,9,0
1266,678,50,1,1,0,0,13,0
197,131,3,1,0,0,0,12,0
498,148,12,2,1,0,4,12,0
1705,578,25,6,1,0,2,14,0
449,1151,0,84,0,1,0,9,0
1022,5252,140,2,1,0,3,10,0
1,15,0,0,1,1,0,10,0
611,514,94,36,1,0,0,12,0
23,140,57,0,1,0,0,10,0
804,2553,0,25,1,0,5,18,0
291,84,68,5,1,0,1,11,0
77,42,16,5,1,0,0,16,0
433,409,31,3,1,0,0,12,0
199,61,73,1,1,0,0,12,0
322,257,0,3,1,0,0,12,0
183,155,0,1,1,0,0,10,0
152,966,0,6,1,0,0,9,0
149,822,83,6,1,0,0,13,0
247,316,108,3,1,0,0,9,0
694,3255,84,8,1,0,2,15,0
287,1459,10,8,1,0,4,13,0
801,4536,82,9,1,0,3,15,0
21,586,54,3,1,0,0,12,0
12,202,135,2,1,0,0,12,0
125,691,15,3,1,0,3,14,0
25,765,70,2,1,0,0,16,0
116,1265,75,3,1,0,0,18,0
140,288,0,5,1,0,0,13,0
47,61,57,7,1,0,0,15,0
89,112,0,3,1,1,2,12,0
12,28,0,1,1,1,4,14,0
338,435,0,7,1,1,0,10,0
875,1027,24,2,1,0,0,17,0
359,586,48,8,1,1,0,12,0
353,733,32,5,1,1,0,7,0
49,326,0,7,1,0,0,14,0
47,124,0,3,1,1,0,13,0
40,118,3,4,0,0,0,13,0
282,377,37,9,1,1,0,12,0
160,304,0,5,1,1,0,10,0
605,525,54,6,1,0,0,9,0
816,646,130,9,1,0,1,15,0
288,365,8,4,1,1,0,14,0
239,416,27,8,1,1,0,14,0
153,253,0,8,1,1,0,12,0
21,63,0,1,1,0,4,14,0
41,93,0,1,1,1,0,9,0
32,48,0,4,1,0,0,17,0
13,73,56,8,1,1,0,12,0
30,347,149,1,1,0,2,9,0
443,1821,0,8,1,0,0,14,0
517,1693,67,6,1,0,4,12,0
144,651,0,8,1,1,0,11,0
98,937,0,8,1,0,0,15,0
177,237,0,9,1,1,2,12,0
295,378,27,1,1,1,1,13,0
156,165,0,8,1,0,0,16,0
5,46,105,7,1,0,0,15,0
207,258,0,4,1,0,2,12,0
316,496,105,5,1,0,0,16,0
22,46,0,1,1,1,0,13,0
70,160,0,4,1,1,0,5,0
146,203,7,4,1,1,0,6,0
261,488,0,3,1,1,0,11,0
342,465,6,3,1,1,0,7,0
183,401,0,9,1,1,0,20,0
250,796,97,9,1,0,0,20,0
96,134,3,9,1,1,0,20,0
145,327,139,6,1,0,0,14,0
146,166,0,4,1,1,4,10,0
44,361,0,2,0,0,0,15,0
792,3126,113,6,1,0,0,20,0
312,2275,110,5,1,0,0,12,0
283,477,0,5,1,1,2,8,0
1002,4209,0,9,1,0,2,16,0
234,658,93,2,1,0,0,14,0
160,177,0,2,1,0,0,12,0
207,553,0,9,1,0,2,11,0
46,22,21,4,1,0,0,18,0
154,147,22,5,1,0,0,14,0
60,58,47,6,1,0,0,13,0
149,123,0,1,1,0,0,15,0
188,504,0,3,1,1,0,9,0
401,2117,0,3,1,0,1,10,0
239,1134,145,9,1,0,0,19,0
91,149,0,7,1,0,0,18,0
78,783,28,1,1,0,0,11,0
135,517,44,4,1,0,4,11,0
203,823,71,4,1,0,0,12,0
